iter	Accuracy	Logloss
131	0.8017253774	0.4429306805
132	0.8014378145	0.4422483833
133	0.8008626887	0.4419383638
134	0.8010064702	0.4415139774
135	0.8014378145	0.441256529
136	0.8014378145	0.4408940313
137	0.8018691589	0.4403380734
138	0.8012940331	0.4399255041
139	0.8012940331	0.4396334808
140	0.8012940331	0.4393131221
141	0.8010064702	0.4388414009
142	0.8011502516	0.4382791289
143	0.8011502516	0.4380152013
144	0.8008626887	0.4374376875
145	0.8004313444	0.4370270592
146	0.8007189073	0.4367357525
147	0.8005751258	0.4364748514
148	0.8004313444	0.4362303651
149	0.8008626887	0.43566023
150	0.8011502516	0.4350487815
151	0.8014378145	0.4348143556
152	0.8018691589	0.4342672811
153	0.8018691589	0.4339983226
154	0.8021567218	0.433537182
155	0.8024442847	0.4332981466
156	0.8024442847	0.4330707584
157	0.8023005032	0.4328418472
158	0.8024442847	0.4324762434
159	0.8027318476	0.4322466186
160	0.8025880661	0.4320673241
161	0.802875629	0.4318099948
162	0.8031631919	0.4313964647
163	0.8033069734	0.4311376955
164	0.8037383178	0.4309332601
165	0.8033069734	0.4306713709
166	0.8031631919	0.4304242174
167	0.8031631919	0.430152893
168	0.8038820992	0.4299424995
169	0.8037383178	0.4297232089
170	0.8035945363	0.4294588528
171	0.8037383178	0.4291486422
172	0.8033069734	0.4288762459
173	0.8031631919	0.4283242277
174	0.8035945363	0.4280096951
175	0.8034507549	0.4277524659
176	0.8035945363	0.4276678868
177	0.8040258807	0.4273860944
178	0.8043134436	0.4269373312
179	0.8041696621	0.42678634
180	0.8041696621	0.4265565275
181	0.8043134436	0.4263643054
182	0.804457225	0.4260148155
183	0.8046010065	0.425515179
184	0.8041696621	0.4253313529
185	0.8041696621	0.4251150265
186	0.8046010065	0.42494986
187	0.8046010065	0.4244797485
188	0.8048885694	0.4242755934
189	0.8048885694	0.4240982476
190	0.8047447879	0.423961039
191	0.8047447879	0.4237194265
192	0.8053199137	0.4235384193
193	0.8054636952	0.4233047764
194	0.8054636952	0.4231424679
195	0.8056074766	0.4227777163
196	0.8054636952	0.42258378
197	0.8054636952	0.4221551333
198	0.8053199137	0.4220235052
199	0.8054636952	0.4216150429
200	0.8054636952	0.4214224471
201	0.8054636952	0.4213130375
202	0.8054636952	0.4211526794
203	0.8051761323	0.4209852353
204	0.8054636952	0.4208298478
205	0.8054636952	0.4206143094
206	0.8053199137	0.4204075594
207	0.8057512581	0.4202167798
208	0.8057512581	0.4200301538
209	0.806038821	0.4198294273
210	0.8058950395	0.4196758357
211	0.8058950395	0.4193142485
212	0.8063263839	0.4191143145
213	0.8064701653	0.4188589666
214	0.8066139468	0.4186749196
215	0.8064701653	0.418463348
216	0.8066139468	0.4179985839
217	0.8071890726	0.4177860871
218	0.8073328541	0.4176310988
219	0.8073328541	0.4174714576
220	0.8077641984	0.4173229494
221	0.807620417	0.4168963772
222	0.8077641984	0.4167209619
223	0.8079079799	0.4165987246
224	0.8074766355	0.416210785
225	0.8074766355	0.4160402738
226	0.807620417	0.4157720419
227	0.807620417	0.4156137422
228	0.807620417	0.4154439039
229	0.807620417	0.4152845357
230	0.807620417	0.4151280127
231	0.8077641984	0.4149553851
232	0.8077641984	0.4147079451
233	0.8084831057	0.4145793653
234	0.80891445	0.4143595804
235	0.8090582315	0.4142389405
236	0.8092020129	0.4140271381
237	0.8094895758	0.4139175985
238	0.8096333573	0.4138208122
239	0.8094895758	0.4137060107
240	0.8090582315	0.4135177036
241	0.8092020129	0.4133376054
242	0.8092020129	0.4132163784
243	0.8086268871	0.413073376
244	0.8092020129	0.4129529692
245	0.8092020129	0.4128352575
246	0.8092020129	0.4124641186
247	0.8093457944	0.4122757585
248	0.8093457944	0.4121284715
249	0.8094895758	0.4118019176
250	0.8096333573	0.4116890451
251	0.8096333573	0.4115605932
252	0.8094895758	0.4114054189
253	0.8096333573	0.411146077
254	0.8094895758	0.4110298441
255	0.8093457944	0.4108821031
256	0.8093457944	0.4107810114
257	0.8093457944	0.410552013
258	0.8093457944	0.4104553721
259	0.8096333573	0.4103390769
260	0.8096333573	0.4102668648
261	0.8096333573	0.4101196873
262	0.8096333573	0.409766757
263	0.8094895758	0.409623264
264	0.8094895758	0.4095002817
265	0.8097771387	0.4091631918
266	0.8097771387	0.4090312595
267	0.8099209202	0.4086845615
268	0.8099209202	0.4085435997
269	0.8099209202	0.4084503167
270	0.8100647017	0.4084274161
271	0.8100647017	0.4082337386
272	0.8100647017	0.407873948
273	0.8100647017	0.4076364456
274	0.8103522646	0.4075025761
275	0.8100647017	0.4073445931
276	0.8097771387	0.4072527891
277	0.8099209202	0.4071049122
278	0.8097771387	0.4070253802
279	0.8102084831	0.4067283742
280	0.8102084831	0.4065819482
281	0.8103522646	0.4064974248
282	0.810496046	0.4062449523
283	0.8117900791	0.4059267029
284	0.8117900791	0.4058544676
285	0.8117900791	0.4057085743
286	0.8117900791	0.4055891262
287	0.8117900791	0.4055103869
288	0.8123652049	0.4052654908
289	0.8122214234	0.4051507851
290	0.812077642	0.4049972126
291	0.812077642	0.4049324702
292	0.8123652049	0.4047219833
293	0.8123652049	0.4045560605
294	0.8123652049	0.4045489275
295	0.8123652049	0.404344786
296	0.8125089863	0.4042678433
297	0.8126527678	0.4041136033
298	0.8126527678	0.403987278
299	0.8126527678	0.4039139009
300	0.8129403307	0.4037884784
301	0.8129403307	0.403708219
302	0.8129403307	0.4035924451
303	0.8126527678	0.4034262089
304	0.8126527678	0.4033559364
305	0.8126527678	0.4032517234
306	0.8126527678	0.4032004786
307	0.8126527678	0.4029560748
308	0.8126527678	0.4027883339
309	0.8126527678	0.4027532778
310	0.8126527678	0.4026579573
311	0.8126527678	0.4024266333
312	0.8127965492	0.40234996
313	0.8126527678	0.4022697529
314	0.8126527678	0.4021533811
315	0.8130841121	0.4020408915
316	0.813659238	0.4018118649
317	0.813659238	0.4017125697
318	0.813659238	0.4016214709
319	0.8140905823	0.4014810271
320	0.8139468009	0.401343131
321	0.8138030194	0.4010971556
322	0.8139468009	0.4008013769
323	0.8139468009	0.4005957774
324	0.8138030194	0.4005133773
325	0.8138030194	0.4004211336
326	0.8140905823	0.4003489166
327	0.8139468009	0.4002397193
328	0.8139468009	0.3999521888
329	0.8140905823	0.399857691
330	0.8142343638	0.3997400746
331	0.8143781452	0.3996604863
332	0.8143781452	0.3995223739
333	0.8143781452	0.3994156624
334	0.8146657081	0.399315148
335	0.8143781452	0.3992097772
336	0.8143781452	0.3991069075
337	0.8145219267	0.3989894555
338	0.8148094896	0.3989358007
339	0.8143781452	0.3988279943
340	0.8145219267	0.3987068843
341	0.8142343638	0.3985537691
342	0.8145219267	0.3984600101
343	0.8145219267	0.3983932542
344	0.8145219267	0.3982848622
345	0.8146657081	0.3980846198
346	0.8145219267	0.3979510914
347	0.8148094896	0.3978635471
348	0.8146657081	0.3977412691
349	0.8152408339	0.3975851657
350	0.8150970525	0.3974977872
351	0.8150970525	0.397411395
352	0.8152408339	0.3972674571
353	0.8153846154	0.3972139993
354	0.8153846154	0.396983685
355	0.8155283968	0.396907151
356	0.8156721783	0.3968476015
357	0.8156721783	0.3967405188
358	0.8158159597	0.3966535975
359	0.8161035226	0.3964707837
360	0.8158159597	0.3963968163
361	0.8155283968	0.3962959728
362	0.8155283968	0.3962346424
363	0.8158159597	0.3961778402
364	0.8158159597	0.3960807183
365	0.8159597412	0.3959332211
366	0.8159597412	0.3958429115
367	0.8161035226	0.3957103631
368	0.8162473041	0.3956108115
369	0.8162473041	0.3954688024
370	0.8163910855	0.3954033755
371	0.8161035226	0.3952574494
372	0.8161035226	0.3951475635
373	0.8159597412	0.3950512779
374	0.8159597412	0.3949744182
375	0.8159597412	0.3946586171
376	0.8159597412	0.3946059791
377	0.8162473041	0.3945256928
378	0.8162473041	0.3944286349
379	0.8161035226	0.394282932
380	0.8162473041	0.3941530117
381	0.8162473041	0.3940905677
382	0.8159597412	0.3939564478
383	0.8159597412	0.3938262602
384	0.8159597412	0.3937515335
385	0.8159597412	0.3936086989
386	0.8158159597	0.3935368419
387	0.8156721783	0.3934557684
388	0.8156721783	0.3933739914
389	0.8158159597	0.393292583
390	0.8159597412	0.3932252054
391	0.8159597412	0.3931435986
392	0.8159597412	0.3930220939
393	0.8159597412	0.3929519289
394	0.8159597412	0.3928570809
395	0.8158159597	0.3927701867
396	0.8158159597	0.3926159501
397	0.8159597412	0.392550371
398	0.8161035226	0.3924238772
399	0.8159597412	0.3922586569
400	0.8158159597	0.3921730178
401	0.8158159597	0.3920994136
402	0.8158159597	0.3920128187
403	0.8159597412	0.3918831214
404	0.8159597412	0.391725872
405	0.8162473041	0.391624734
406	0.8161035226	0.3914757874
407	0.8159597412	0.3914648495
408	0.8162473041	0.3913448645
409	0.8163910855	0.3912692847
410	0.8162473041	0.3911488032
411	0.8162473041	0.3910529744
412	0.8162473041	0.3909654438
413	0.8166786485	0.3907788727
414	0.816534867	0.3907187159
415	0.8163910855	0.3906244281
416	0.8163910855	0.3905463023
417	0.8163910855	0.3904781945
418	0.816534867	0.3904087247
419	0.8161035226	0.3903040269
420	0.8162473041	0.3902282857
421	0.8168224299	0.3901337471
422	0.8169662114	0.3900312236
423	0.8171099928	0.3898204542
424	0.8173975557	0.3897224753
425	0.8173975557	0.3895530931
426	0.8173975557	0.3894801465
427	0.8173975557	0.389405087
428	0.8173975557	0.3892880532
429	0.8175413372	0.3890598117
430	0.8175413372	0.3889730892
431	0.8179726815	0.3888354291
432	0.818116463	0.3887540658
433	0.8178289001	0.3886325014
434	0.8178289001	0.3885188984
435	0.8178289001	0.3884263193
436	0.8179726815	0.3882774658
437	0.8178289001	0.3881849207
438	0.8178289001	0.3881029522
439	0.8178289001	0.3880154574
440	0.8178289001	0.3877740345
441	0.8179726815	0.3876977297
442	0.8179726815	0.3876104823
443	0.818116463	0.3874131902
444	0.8182602444	0.387310453
445	0.8182602444	0.3872346974
446	0.8185478073	0.3871471986
447	0.8185478073	0.3870668444
448	0.8185478073	0.386958314
449	0.8186915888	0.3868862194
450	0.8186915888	0.3868163122
451	0.8185478073	0.386623427
452	0.8184040259	0.3865565262
453	0.8185478073	0.3864243139
454	0.8186915888	0.3863125255
455	0.8185478073	0.3861960829
456	0.8186915888	0.3861207365
457	0.8188353702	0.3860458007
458	0.8188353702	0.3859850356
459	0.8192667146	0.3859134228
460	0.8189791517	0.3858182021
461	0.8189791517	0.3857572986
462	0.8188353702	0.3857109778
463	0.8202731848	0.3855467968
464	0.8207045291	0.385499171
465	0.8205607477	0.3854254745
466	0.820992092	0.3852122445
467	0.8208483106	0.3851221131
468	0.8208483106	0.3850327439
469	0.8208483106	0.384959045
470	0.8211358735	0.384812547
471	0.820992092	0.3847293209
472	0.8205607477	0.3846570689
473	0.8205607477	0.3845772663
474	0.8205607477	0.384499464
475	0.8204169662	0.3844447895
476	0.8207045291	0.3843214575
477	0.8208483106	0.3842093429
478	0.8211358735	0.3841635042
479	0.8212796549	0.3839949936
480	0.8212796549	0.3839344916
481	0.8212796549	0.3838563228
482	0.8212796549	0.3837674113
483	0.8211358735	0.3836815256
484	0.8214234364	0.3835566343
485	0.8214234364	0.3835212479
486	0.8214234364	0.3834377193
487	0.8212796549	0.3833768013
488	0.8212796549	0.3832819872
489	0.8211358735	0.3831966741
490	0.8214234364	0.3830232092
491	0.8212796549	0.3829644861
492	0.8214234364	0.3828608913
493	0.8214234364	0.3827532302
494	0.8215672178	0.3826913632
495	0.8215672178	0.382647726
496	0.8215672178	0.382600465
497	0.8215672178	0.3825096935
498	0.8215672178	0.3824134048
499	0.8217109993	0.3823192217
500	0.8221423436	0.3822556647
501	0.8221423436	0.3821762617
502	0.8221423436	0.3820126139
503	0.8221423436	0.3818340399
504	0.8219985622	0.3817594406
505	0.8221423436	0.3816942542
506	0.8221423436	0.3816118109
507	0.8219985622	0.3812762117
508	0.8219985622	0.3811961361
509	0.8218547807	0.3811130014
510	0.8218547807	0.3810618435
511	0.8227174694	0.380946141
512	0.8227174694	0.3808781462
513	0.8227174694	0.3808093667
514	0.8228612509	0.380675024
515	0.8227174694	0.380589575
516	0.8228612509	0.3804623587
517	0.8228612509	0.3804069035
518	0.8230050324	0.3803307471
519	0.8227174694	0.3802245555
520	0.8227174694	0.3801455763
521	0.8227174694	0.380113521
522	0.8228612509	0.3800728177
523	0.8228612509	0.3799860747
524	0.8228612509	0.3799160802
525	0.8230050324	0.3798509906
526	0.8230050324	0.3797769073
527	0.8231488138	0.3797145232
528	0.8235801582	0.3796171923
529	0.8234363767	0.3795144949
530	0.8232925953	0.3794274456
531	0.8234363767	0.3793424335
532	0.8234363767	0.3792726184
533	0.8235801582	0.3792073383
534	0.8235801582	0.3791225653
535	0.8235801582	0.37907129
536	0.8234363767	0.3789741723
537	0.8234363767	0.3789244629
538	0.8235801582	0.3788047498
539	0.8237239396	0.3786858586
540	0.8235801582	0.3786042326
541	0.8238677211	0.3785324371
542	0.8240115025	0.3784317609
543	0.824155284	0.3783642211
544	0.8240115025	0.3783017155
545	0.8240115025	0.378211448
546	0.8238677211	0.3779562653
547	0.824155284	0.3778635611
548	0.8240115025	0.3778243453
549	0.8240115025	0.3777760829
550	0.8242990654	0.3776964711
551	0.8242990654	0.3775823418
552	0.824155284	0.3774689254
553	0.8244428469	0.3774128641
554	0.8244428469	0.3773397576
555	0.8245866283	0.3772605323
556	0.8244428469	0.3771509263
557	0.8247304098	0.3770429802
558	0.8245866283	0.3769421769
559	0.8245866283	0.3768245302
560	0.8247304098	0.376749587
561	0.8248741912	0.376694993
562	0.8248741912	0.3765818655
563	0.8247304098	0.3764934172
564	0.8247304098	0.376415478
565	0.8247304098	0.376368895
566	0.8248741912	0.3762970597
567	0.8248741912	0.3762182281
568	0.8247304098	0.3761461887
569	0.8247304098	0.3760498809
570	0.8247304098	0.3759634217
571	0.8248741912	0.3758642898
572	0.8245866283	0.3757643291
573	0.8250179727	0.3756568598
574	0.8250179727	0.375614175
575	0.8251617541	0.3755235714
576	0.8251617541	0.3754625472
577	0.8250179727	0.3753824309
578	0.8251617541	0.375312707
579	0.8250179727	0.3752525611
580	0.8251617541	0.3751412132
581	0.8251617541	0.3750443622
582	0.8251617541	0.3749730432
583	0.8253055356	0.3747558828
584	0.825449317	0.3746554997
585	0.825449317	0.3745438818
586	0.8253055356	0.3744667925
587	0.8255930985	0.3743879956
588	0.8257368799	0.3743332858
589	0.8257368799	0.3742981932
590	0.8257368799	0.3742412823
591	0.8257368799	0.3741372272
592	0.8258806614	0.3740461805
593	0.8260244428	0.3739405534
594	0.8258806614	0.373819562
595	0.8260244428	0.3737690912
596	0.8258806614	0.3736897471
597	0.8260244428	0.3735657132
598	0.8260244428	0.3735132488
599	0.8260244428	0.3734432861
600	0.8258806614	0.3733877061
601	0.8257368799	0.3733402067
602	0.8257368799	0.3732695269
603	0.8257368799	0.3730882868
604	0.8257368799	0.3730260008
605	0.8258806614	0.3729229568
606	0.8258806614	0.3728609533
607	0.8261682243	0.3728019791
608	0.8261682243	0.3727304579
609	0.8265995687	0.3725509099
610	0.8264557872	0.3724445865
611	0.8264557872	0.3723884765
612	0.8264557872	0.3722921874
613	0.8264557872	0.3721479908
614	0.8264557872	0.3720818046
615	0.8265995687	0.3719489978
616	0.8265995687	0.3718141502
617	0.8263120058	0.3717252062
618	0.8263120058	0.3716545059
619	0.8261682243	0.3715672644
620	0.8261682243	0.3715099625
621	0.8261682243	0.3714365057
622	0.8263120058	0.3713533024
623	0.8263120058	0.371276981
624	0.8263120058	0.3712266107
625	0.8263120058	0.3711667339
626	0.8261682243	0.3710754699
627	0.8261682243	0.3709951429
628	0.8261682243	0.3709435818
629	0.8260244428	0.3708443194
630	0.8260244428	0.370794549
631	0.8258806614	0.3707219146
632	0.8260244428	0.3706732565
633	0.8260244428	0.3705184823
634	0.8260244428	0.3704702866
635	0.8257368799	0.3703720591
636	0.8258806614	0.3703049499
637	0.8260244428	0.3702658761
638	0.8261682243	0.3701847711
639	0.8261682243	0.3700728544
640	0.8261682243	0.3700239806
641	0.8260244428	0.369983904
642	0.8260244428	0.3699189489
643	0.8260244428	0.3698131201
644	0.8260244428	0.3697169279
645	0.8261682243	0.3696134191
646	0.8263120058	0.3695274945
647	0.8264557872	0.3694261847
648	0.8265995687	0.3692593381
649	0.8265995687	0.3691944786
650	0.8265995687	0.3691404084
651	0.8264557872	0.3690993639
652	0.8264557872	0.3689917057
653	0.8265995687	0.3689095526
654	0.8265995687	0.3688264833
655	0.8265995687	0.3687565885
656	0.8264557872	0.3686361118
657	0.8267433501	0.3684231509
658	0.8268871316	0.368347203
659	0.827030913	0.368295058
660	0.827030913	0.3682102984
661	0.8268871316	0.3681637836
662	0.827030913	0.3681068711
663	0.827030913	0.3680384431
664	0.827030913	0.3679391801
665	0.8268871316	0.3678810385
666	0.8267433501	0.3678076292
667	0.8268871316	0.3677593334
668	0.8268871316	0.3677032014
669	0.827030913	0.3676207894
670	0.827030913	0.3675785111
671	0.8268871316	0.3674141843
672	0.8271746945	0.3673635457
673	0.827030913	0.3672994352
674	0.827030913	0.3672419926
675	0.8268871316	0.3671618779
676	0.827030913	0.3670962827
677	0.827030913	0.3670039025
678	0.827030913	0.3668671913
679	0.8271746945	0.3668019292
680	0.8273184759	0.3666750788
681	0.8273184759	0.3666032231
682	0.8274622574	0.3665431847
683	0.8278936017	0.366446915
684	0.8280373832	0.3663516567
685	0.8281811646	0.3662905608
686	0.8281811646	0.3662344614
687	0.8281811646	0.366121633
688	0.8281811646	0.3660159351
689	0.8283249461	0.36595595
690	0.8281811646	0.3659184124
691	0.8281811646	0.365844003
692	0.8280373832	0.3657368126
693	0.8281811646	0.3656857811
694	0.8281811646	0.3656228673
695	0.8284687275	0.3655285155
696	0.8284687275	0.3654707645
697	0.8284687275	0.3654248578
698	0.8284687275	0.3653269725
699	0.8284687275	0.3652630422
700	0.828612509	0.365067438
701	0.828612509	0.3650113103
702	0.8284687275	0.3649052587
703	0.8284687275	0.3648546548
704	0.8284687275	0.3647697499
705	0.8284687275	0.3646824118
706	0.828612509	0.3646041558
707	0.828612509	0.3645170918
708	0.8287562904	0.3644621207
709	0.8287562904	0.3643627598
710	0.8287562904	0.3643112903
711	0.8290438533	0.3641771282
712	0.8291876348	0.3640667895
713	0.8291876348	0.3640089116
714	0.8291876348	0.363955039
715	0.8291876348	0.3638383746
716	0.8291876348	0.3637394125
717	0.8291876348	0.3636829134
718	0.8291876348	0.363621152
719	0.8291876348	0.3635115229
720	0.8290438533	0.3634412976
721	0.8290438533	0.3633951725
722	0.8290438533	0.3633337595
723	0.8293314162	0.3632660817
724	0.8291876348	0.3631601719
725	0.8291876348	0.3630478938
726	0.8294751977	0.3629921809
727	0.8294751977	0.3629030627
728	0.8299065421	0.3628050847
729	0.8299065421	0.3627276337
730	0.8297627606	0.36264449
731	0.8294751977	0.3625719764
732	0.8297627606	0.3625117009
733	0.8297627606	0.3624403976
734	0.8296189792	0.362392606
735	0.8297627606	0.3622661426
736	0.8297627606	0.3622082205
737	0.8299065421	0.3621639353
738	0.8299065421	0.3621119983
739	0.8299065421	0.3620772075
740	0.830194105	0.3619650703
741	0.830194105	0.3619181579
742	0.830194105	0.3618439381
743	0.8303378864	0.3617751116
744	0.830194105	0.3617152075
745	0.8303378864	0.3616735777
746	0.8303378864	0.3616198187
747	0.8303378864	0.3615736392
748	0.830194105	0.3615113891
749	0.830194105	0.3614479622
750	0.830194105	0.3613970686
751	0.830194105	0.3613298123
752	0.830194105	0.3612724094
753	0.830194105	0.3612155
754	0.830194105	0.3611736985
755	0.830194105	0.3611123825
756	0.830194105	0.3610492463
757	0.830194105	0.3610053477
758	0.830194105	0.3609452011
759	0.830194105	0.3608643405
760	0.830194105	0.3608005482
761	0.830194105	0.3607676492
762	0.830194105	0.3607198886
763	0.8303378864	0.3606729049
764	0.8303378864	0.3606243082
765	0.8304816679	0.3605141001
766	0.8304816679	0.360402695
767	0.830194105	0.3603400106
768	0.8306254493	0.3602179927
769	0.8304816679	0.360161339
770	0.8306254493	0.3601009628
771	0.8304816679	0.3599817878
772	0.8307692308	0.3599069249
773	0.8306254493	0.3598547613
774	0.8307692308	0.359805678
775	0.8307692308	0.3597501475
776	0.8307692308	0.3596975715
777	0.8307692308	0.3596599768
778	0.8307692308	0.3596214765
779	0.8306254493	0.3595877413
780	0.8304816679	0.3594893055
781	0.8303378864	0.3593737752
782	0.8309130122	0.3592712451
783	0.8307692308	0.3591937453
784	0.8309130122	0.359100713
785	0.8309130122	0.3590521357
786	0.8309130122	0.3590026013
787	0.8309130122	0.3589703824
788	0.8309130122	0.3589160304
789	0.8309130122	0.3588667536
790	0.8309130122	0.3588128076
791	0.8310567937	0.3587548859
792	0.8313443566	0.3586651765
793	0.8312005751	0.3585536234
794	0.8312005751	0.3584967537
795	0.8312005751	0.35846233
796	0.8313443566	0.3582876964
797	0.8313443566	0.3582574932
798	0.8313443566	0.3581776486
799	0.8316319195	0.3581188644
800	0.831488138	0.358053908
801	0.8313443566	0.3579693126
802	0.831488138	0.357913096
803	0.831488138	0.3578797388
804	0.8317757009	0.3577097308
805	0.8317757009	0.3576358596
806	0.8317757009	0.357581609
807	0.8319194824	0.3574599272
808	0.8320632638	0.3573731923
809	0.8320632638	0.3573252274
810	0.8322070453	0.3572592761
811	0.8327821711	0.3570960714
812	0.8327821711	0.3570393435
813	0.8326383896	0.3569530643
814	0.8326383896	0.3568830668
815	0.8326383896	0.3568185174
816	0.8326383896	0.3567595197
817	0.8326383896	0.3566771577
818	0.8326383896	0.3566293106
819	0.8326383896	0.3565231172
820	0.8326383896	0.3564697075
821	0.8326383896	0.3564252932
822	0.8326383896	0.3562998093
823	0.8326383896	0.3562164519
824	0.8326383896	0.3560629969
825	0.8327821711	0.3558875034
826	0.8326383896	0.3558231176
827	0.8327821711	0.3557552782
828	0.8327821711	0.3557203532
829	0.8327821711	0.3556533758
830	0.8329259526	0.3555855148
831	0.8329259526	0.3554735772
832	0.8329259526	0.3554225015
833	0.8329259526	0.3553935114
834	0.8329259526	0.3553273294
835	0.8329259526	0.3552741038
836	0.8329259526	0.3552157226
837	0.8329259526	0.3551316201
838	0.8329259526	0.3550901475
839	0.8329259526	0.3550386865
840	0.8329259526	0.354936437
841	0.833069734	0.3547902554
842	0.8332135155	0.3547283996
843	0.8332135155	0.3546070818
844	0.8332135155	0.354567666
845	0.8332135155	0.3545045323
846	0.8333572969	0.3544243389
847	0.8333572969	0.3542941657
848	0.8333572969	0.3542651096
849	0.8332135155	0.3542114285
850	0.8332135155	0.3540968982
851	0.8332135155	0.3540452658
852	0.8332135155	0.3539766886
853	0.8332135155	0.3539114379
854	0.8333572969	0.3537257204
855	0.8337886413	0.3535118694
856	0.8339324227	0.3534626486
857	0.8337886413	0.3534250688
858	0.8340762042	0.3533713576
859	0.8339324227	0.3533068282
860	0.8339324227	0.3532771902
861	0.8339324227	0.3532383537
862	0.8339324227	0.3531964962
863	0.8339324227	0.3531466361
864	0.8340762042	0.353063857
865	0.8342199856	0.3530123306
866	0.8342199856	0.3529473413
867	0.8342199856	0.3529119754
868	0.8343637671	0.3528076421
869	0.8343637671	0.3527009832
870	0.8343637671	0.3526372594
871	0.8343637671	0.3525708188
872	0.8345075485	0.3525050045
873	0.83465133	0.3524469474
874	0.8345075485	0.3523676319
875	0.8343637671	0.3523132243
876	0.8343637671	0.3522528173
877	0.8343637671	0.3522128032
878	0.8345075485	0.3519974513
879	0.8345075485	0.3519063322
880	0.8345075485	0.3518174637
881	0.8345075485	0.3517568871
882	0.8345075485	0.3517071464
883	0.8345075485	0.3516545492
