iter	Accuracy	Logloss
884	0.8345075485	0.3516038574
885	0.83465133	0.3514554791
886	0.83465133	0.3513719479
887	0.83465133	0.3513153451
888	0.8349388929	0.3512729961
889	0.8349388929	0.3512094893
890	0.8350826743	0.3511106788
891	0.8350826743	0.3510020161
892	0.8350826743	0.3509226197
893	0.8350826743	0.3508082102
894	0.8353702372	0.350687098
895	0.8352264558	0.3506249585
896	0.8352264558	0.3505591706
897	0.8353702372	0.3504588779
898	0.8352264558	0.3503926444
899	0.8352264558	0.3503541817
900	0.8350826743	0.3503034905
901	0.8352264558	0.3502503225
902	0.8352264558	0.3501716164
903	0.8352264558	0.3501170274
904	0.8352264558	0.3499754276
905	0.8353702372	0.3499140426
906	0.8355140187	0.3498379349
907	0.8356578001	0.3497916798
908	0.8358015816	0.3497319488
909	0.835945363	0.3496597511
910	0.8356578001	0.3495776309
911	0.8358015816	0.3495318788
912	0.8358015816	0.3494808469
913	0.8358015816	0.3494428156
914	0.8358015816	0.3492743309
915	0.8358015816	0.3492287802
916	0.835945363	0.3491861343
917	0.8358015816	0.3490736398
918	0.8358015816	0.3490239999
919	0.8356578001	0.3489829777
920	0.8356578001	0.3489150703
921	0.8358015816	0.3488000135
922	0.8360891445	0.348710548
923	0.8360891445	0.3486417281
924	0.8360891445	0.3485882211
925	0.835945363	0.3485132977
926	0.835945363	0.3484115657
927	0.835945363	0.3483719153
928	0.836232926	0.3483227918
929	0.836232926	0.3482631271
930	0.836232926	0.3482094031
931	0.836232926	0.348184474
932	0.8360891445	0.3481249035
933	0.8360891445	0.3480758519
934	0.8360891445	0.348007586
935	0.835945363	0.3479645155
936	0.8360891445	0.3478919445
937	0.8360891445	0.3478168929
938	0.8360891445	0.3477232124
939	0.8360891445	0.3476952234
940	0.8360891445	0.3476038106
941	0.8360891445	0.3475564484
942	0.836232926	0.3475156833
943	0.836232926	0.3474773148
944	0.836232926	0.3474523046
945	0.8363767074	0.347375398
946	0.8363767074	0.3472891175
947	0.8363767074	0.3472225645
948	0.8363767074	0.3471238573
949	0.8363767074	0.3470563725
950	0.8363767074	0.3469434103
951	0.8363767074	0.3469073126
952	0.8363767074	0.3468465638
953	0.8363767074	0.3467381025
954	0.8365204889	0.3466733352
955	0.8365204889	0.3465875766
956	0.8365204889	0.3465336667
957	0.8363767074	0.3463523411
958	0.8363767074	0.3462831718
959	0.8365204889	0.3461514871
960	0.8365204889	0.3461118359
961	0.836232926	0.3460724013
962	0.836232926	0.3460001225
963	0.836232926	0.3459362267
964	0.8363767074	0.345864453
965	0.8363767074	0.34581623
966	0.8365204889	0.3457627244
967	0.8369518332	0.3456951834
968	0.8369518332	0.3456497056
969	0.8369518332	0.3456010253
970	0.8368080518	0.3455277252
971	0.8368080518	0.3454861146
972	0.8369518332	0.3453828704
973	0.8369518332	0.3452901331
974	0.8369518332	0.3452022498
975	0.8369518332	0.3451573461
976	0.8369518332	0.3451075454
977	0.8369518332	0.3450770484
978	0.8370956147	0.3449917909
979	0.8370956147	0.3449136107
980	0.8369518332	0.3448470858
981	0.8369518332	0.3447587197
982	0.8370956147	0.3446927719
983	0.8372393961	0.3445984038
984	0.8370956147	0.3444380749
985	0.8372393961	0.3443673506
986	0.8370956147	0.3443063205
987	0.8373831776	0.3442548788
988	0.8372393961	0.344197749
989	0.8373831776	0.3441287108
990	0.8378145219	0.3439788619
991	0.8378145219	0.3439188532
992	0.8376707405	0.3438624079
993	0.8376707405	0.3438327952
994	0.8376707405	0.343784438
995	0.8378145219	0.3437354857
996	0.8379583034	0.3436251088
997	0.8379583034	0.3435544564
998	0.8379583034	0.343529284
999	0.8382458663	0.3435008821
1000	0.8382458663	0.3434492774
1001	0.8382458663	0.3434144493
1002	0.8382458663	0.3433902383
1003	0.8382458663	0.3433540244
1004	0.8381020848	0.3433086424
1005	0.8381020848	0.3432703813
1006	0.8382458663	0.3432074505
1007	0.8383896477	0.3431265993
1008	0.8382458663	0.3430959423
1009	0.8383896477	0.3430347591
1010	0.8385334292	0.3429753578
1011	0.8385334292	0.3428090331
1012	0.8383896477	0.3427743765
1013	0.8388209921	0.3426467408
1014	0.8388209921	0.3426008685
1015	0.8389647735	0.3425124722
1016	0.8389647735	0.342476348
1017	0.839108555	0.3424263267
1018	0.839108555	0.3424061724
1019	0.839108555	0.3423226607
1020	0.839108555	0.3422712819
1021	0.8389647735	0.3421278327
1022	0.8389647735	0.3419824743
1023	0.839108555	0.3418941795
1024	0.839108555	0.3417996643
1025	0.839108555	0.3417441969
1026	0.8392523364	0.3416895944
1027	0.8393961179	0.3416469918
1028	0.8392523364	0.3415939301
1029	0.839108555	0.3414578198
1030	0.8393961179	0.3413380171
1031	0.8396836808	0.3412729378
1032	0.8395398994	0.3412084816
1033	0.8399712437	0.3411218394
1034	0.8399712437	0.3410222978
1035	0.8401150252	0.3409650363
1036	0.8402588066	0.3408988829
1037	0.8402588066	0.3407742409
1038	0.8402588066	0.3407178931
1039	0.8404025881	0.3406518378
1040	0.8402588066	0.340577864
1041	0.8402588066	0.3404766862
1042	0.8402588066	0.3403724548
1043	0.8402588066	0.3402913005
1044	0.8401150252	0.3401726307
1045	0.8402588066	0.3401376289
1046	0.840690151	0.3400295245
1047	0.8408339324	0.3400007593
1048	0.840690151	0.3399737832
1049	0.840690151	0.3399333628
1050	0.8408339324	0.3398558195
1051	0.8408339324	0.3398113673
1052	0.8405463695	0.3396716549
1053	0.8404025881	0.3395600086
1054	0.8405463695	0.339504831
1055	0.8405463695	0.3394484157
1056	0.8404025881	0.3393907383
1057	0.8404025881	0.33931958
1058	0.8404025881	0.3392522473
1059	0.8404025881	0.3392236988
1060	0.8402588066	0.3391835046
1061	0.8404025881	0.3391223319
1062	0.8402588066	0.3390493762
1063	0.8404025881	0.3388866341
1064	0.840690151	0.3387981433
1065	0.840690151	0.3387528468
1066	0.8408339324	0.3386578028
1067	0.840690151	0.338617553
1068	0.8408339324	0.3385393944
1069	0.8408339324	0.3384735796
1070	0.8411214953	0.3384037881
1071	0.8411214953	0.3383284927
1072	0.8411214953	0.3382836175
1073	0.8411214953	0.3382377473
1074	0.8409777139	0.3381697116
1075	0.8409777139	0.3381242213
1076	0.8411214953	0.3381018379
1077	0.8411214953	0.3380060944
1078	0.8409777139	0.3379302826
1079	0.8408339324	0.3378844516
1080	0.8409777139	0.3378397767
1081	0.8411214953	0.3376360941
1082	0.8411214953	0.337505891
1083	0.8412652768	0.3373903059
1084	0.8411214953	0.3373178656
1085	0.8411214953	0.3372636406
1086	0.8412652768	0.3372181656
1087	0.8412652768	0.3371367815
1088	0.8412652768	0.3371057814
1089	0.8415528397	0.3370191886
1090	0.8415528397	0.3369370385
1091	0.8415528397	0.3368424879
1092	0.8415528397	0.3367670305
1093	0.8415528397	0.3367306254
1094	0.8415528397	0.3366224729
1095	0.8415528397	0.3365926643
1096	0.8415528397	0.336509907
1097	0.8415528397	0.3364487311
1098	0.8414090582	0.3363826315
1099	0.8418404026	0.3362677405
1100	0.8418404026	0.3362227553
1101	0.8418404026	0.3361330422
1102	0.841984184	0.3360818748
1103	0.841984184	0.3359603713
1104	0.841984184	0.3358539984
1105	0.841984184	0.3358304349
1106	0.8421279655	0.3357883788
1107	0.8418404026	0.335682629
1108	0.8421279655	0.3356041342
1109	0.8422717469	0.335516626
1110	0.8422717469	0.3354575006
1111	0.8422717469	0.33542811
1112	0.8424155284	0.335353439
1113	0.8422717469	0.335233407
1114	0.8422717469	0.3351855799
1115	0.8425593098	0.3350998325
1116	0.8427030913	0.335039797
1117	0.8427030913	0.3349695423
1118	0.8425593098	0.3349092682
1119	0.8425593098	0.3348605776
1120	0.8425593098	0.3347859569
1121	0.8425593098	0.3347686214
1122	0.8425593098	0.334709837
1123	0.8427030913	0.3346673667
1124	0.8427030913	0.3346176734
1125	0.8427030913	0.3345029403
1126	0.8427030913	0.3344373518
1127	0.8427030913	0.3343906982
1128	0.8427030913	0.3343270525
1129	0.8427030913	0.3342676811
1130	0.8428468728	0.3342226504
1131	0.8428468728	0.3341314509
1132	0.8428468728	0.334064112
1133	0.8429906542	0.333979563
1134	0.8429906542	0.3339425091
1135	0.8432782171	0.3338265534
1136	0.8437095615	0.3337413829
1137	0.8437095615	0.3336979557
1138	0.8437095615	0.3336558546
1139	0.84356578	0.3335710596
1140	0.84356578	0.3335120694
1141	0.84356578	0.3334763982
1142	0.84356578	0.3334286856
1143	0.84356578	0.3333672849
1144	0.8437095615	0.3332955701
1145	0.8437095615	0.333238235
1146	0.8438533429	0.3331310037
1147	0.8437095615	0.3330707388
1148	0.8437095615	0.3330231238
1149	0.8437095615	0.3329849758
1150	0.8437095615	0.3329511727
1151	0.8437095615	0.3328848129
1152	0.8437095615	0.3328162986
1153	0.8438533429	0.3327099994
1154	0.8439971244	0.3326649397
1155	0.8439971244	0.3325713494
1156	0.8441409058	0.3325179504
1157	0.8442846873	0.33245673
1158	0.8445722502	0.3323986967
1159	0.8442846873	0.3322960982
1160	0.8442846873	0.3322544414
1161	0.8444284687	0.3322010461
1162	0.8448598131	0.3321226399
1163	0.8450035945	0.3320859578
1164	0.845147376	0.3320335207
1165	0.8450035945	0.3319775621
1166	0.845147376	0.3319269161
1167	0.845147376	0.3318555643
1168	0.845147376	0.331821391
1169	0.845147376	0.3317120022
1170	0.845147376	0.3316188209
1171	0.845147376	0.3315809748
1172	0.845147376	0.3315115339
1173	0.845147376	0.3314509428
1174	0.845147376	0.3313865462
1175	0.8454349389	0.3313266647
1176	0.8454349389	0.3312399369
1177	0.8455787203	0.3311431816
1178	0.8458662832	0.3310893026
1179	0.8457225018	0.33101809
1180	0.8457225018	0.3309837571
1181	0.8458662832	0.3308633535
1182	0.8458662832	0.3307876793
1183	0.8461538462	0.3306868735
1184	0.8461538462	0.3306300313
1185	0.8461538462	0.3305889122
1186	0.8460100647	0.3305368716
1187	0.8460100647	0.3305016849
1188	0.8461538462	0.3304782069
1189	0.8462976276	0.3304386258
1190	0.8462976276	0.3303999387
1191	0.8465851905	0.3302573197
1192	0.8465851905	0.3302422391
1193	0.8465851905	0.3302028664
1194	0.8465851905	0.3300421709
1195	0.8465851905	0.3300030628
1196	0.8465851905	0.3299737138
1197	0.8465851905	0.3299005304
1198	0.8465851905	0.3298425717
1199	0.8465851905	0.3297995571
1200	0.846728972	0.3297527149
1201	0.846728972	0.3296779392
1202	0.8468727534	0.3295982918
1203	0.8468727534	0.3295487304
1204	0.8468727534	0.3294981941
1205	0.8468727534	0.329397581
1206	0.8470165349	0.3292577298
1207	0.8470165349	0.3292112312
1208	0.8470165349	0.3291466213
1209	0.8470165349	0.3290723486
1210	0.8471603163	0.3290026227
1211	0.8471603163	0.3289742255
1212	0.8470165349	0.3288727342
1213	0.8473040978	0.3287762544
1214	0.8473040978	0.3287056191
1215	0.8471603163	0.3286070084
1216	0.8470165349	0.3285466258
1217	0.8471603163	0.3285122796
1218	0.8471603163	0.3283890212
1219	0.8473040978	0.3283186341
1220	0.8475916607	0.3282267048
1221	0.8477354421	0.3281552193
1222	0.8477354421	0.3280947755
1223	0.8477354421	0.328057003
1224	0.8477354421	0.3280321024
1225	0.8478792236	0.3279634063
1226	0.8477354421	0.3279161493
1227	0.8477354421	0.3278686627
1228	0.848023005	0.3278214058
1229	0.848023005	0.3277154905
1230	0.8481667865	0.327654594
1231	0.848023005	0.3275855161
1232	0.8481667865	0.3275342655
1233	0.8484543494	0.3274454062
1234	0.8483105679	0.3273722919
1235	0.8483105679	0.3273387544
1236	0.8483105679	0.3272794346
1237	0.8483105679	0.3271801828
1238	0.8483105679	0.32712042
1239	0.8483105679	0.327023562
1240	0.8481667865	0.326962053
1241	0.8481667865	0.326912752
1242	0.8481667865	0.3268812028
1243	0.8481667865	0.3268429989
1244	0.8483105679	0.326800336
1245	0.8481667865	0.3267372108
1246	0.8481667865	0.3266982274
1247	0.8481667865	0.326632639
1248	0.8481667865	0.3265772069
1249	0.848023005	0.3265099277
1250	0.8481667865	0.3264411241
1251	0.848023005	0.3264125587
1252	0.848023005	0.3263641103
1253	0.848023005	0.3263277494
1254	0.848023005	0.3262889668
1255	0.8481667865	0.326186685
1256	0.8481667865	0.3261328334
1257	0.8483105679	0.3260858706
1258	0.8483105679	0.3260360772
1259	0.8483105679	0.3260153286
1260	0.8481667865	0.3259711606
1261	0.8483105679	0.3259106726
1262	0.8484543494	0.3258300697
1263	0.8484543494	0.3257706078
1264	0.8484543494	0.3257171091
1265	0.8485981308	0.3256784353
1266	0.8485981308	0.3255779923
1267	0.8485981308	0.3255286024
1268	0.8485981308	0.3255034613
1269	0.8485981308	0.3254143337
1270	0.8485981308	0.325377365
1271	0.8488856937	0.3253462635
1272	0.8487419123	0.3252754663
1273	0.8487419123	0.3252012487
1274	0.8488856937	0.3250674395
1275	0.8488856937	0.3249907616
1276	0.8487419123	0.3249364178
1277	0.8487419123	0.3248892703
1278	0.8487419123	0.3248354949
1279	0.8490294752	0.3247769032
1280	0.8491732566	0.3247213173
1281	0.8491732566	0.3246787252
1282	0.8491732566	0.3246316195
1283	0.8491732566	0.3245749438
1284	0.8490294752	0.3244492971
1285	0.8490294752	0.3244131338
1286	0.8490294752	0.3243207664
1287	0.8490294752	0.3242824655
1288	0.8490294752	0.3242220164
1289	0.8490294752	0.3241761189
1290	0.8490294752	0.3241453386
1291	0.8490294752	0.3240945927
1292	0.8490294752	0.323991816
1293	0.8490294752	0.3239260445
1294	0.8493170381	0.323825665
1295	0.8494608196	0.3237905276
1296	0.8491732566	0.3237362895
1297	0.8493170381	0.3236875893
1298	0.8491732566	0.3236133887
1299	0.8491732566	0.3235688928
1300	0.8491732566	0.323485574
1301	0.8491732566	0.3234572212
1302	0.8491732566	0.3234091358
1303	0.8493170381	0.3233731739
1304	0.8493170381	0.3233370925
1305	0.8494608196	0.3233022781
1306	0.8497483825	0.323211945
1307	0.849604601	0.3231651222
1308	0.849604601	0.3231266399
1309	0.849604601	0.3230899259
1310	0.849604601	0.3230484151
1311	0.849604601	0.3230194674
1312	0.8497483825	0.3229262379
1313	0.8497483825	0.3229172976
1314	0.8498921639	0.3228611512
1315	0.8498921639	0.3227795856
1316	0.8500359454	0.3227470765
1317	0.8498921639	0.3226655962
1318	0.8498921639	0.3226187616
1319	0.8498921639	0.3225992029
1320	0.8498921639	0.3225744581
1321	0.8498921639	0.3225200245
1322	0.8498921639	0.3224730236
1323	0.8498921639	0.3224231297
1324	0.8498921639	0.3223737071
1325	0.8498921639	0.322299745
1326	0.8497483825	0.3222377565
1327	0.8498921639	0.322115291
1328	0.8500359454	0.3220527231
1329	0.8500359454	0.3220247941
1330	0.8500359454	0.3219671353
1331	0.8501797268	0.321930674
1332	0.8501797268	0.3218603314
1333	0.8501797268	0.3218299697
1334	0.8503235083	0.3217755435
1335	0.8503235083	0.3217209887
1336	0.8503235083	0.3217004019
1337	0.8504672897	0.3216614557
1338	0.8504672897	0.3216089771
1339	0.8504672897	0.3215797265
1340	0.8507548526	0.3214344989
1341	0.8507548526	0.3213846435
1342	0.8507548526	0.3213181858
1343	0.8508986341	0.3212840909
1344	0.8508986341	0.321270042
1345	0.8507548526	0.3212332229
1346	0.8508986341	0.3211808421
1347	0.8508986341	0.3211208188
1348	0.8508986341	0.3210648895
1349	0.8508986341	0.3210373144
1350	0.8508986341	0.3210181503
1351	0.8508986341	0.3210015585
1352	0.8508986341	0.3209676535
1353	0.8507548526	0.3208500626
1354	0.8508986341	0.3208201577
1355	0.8508986341	0.3207304492
1356	0.8508986341	0.3206918314
1357	0.8508986341	0.3206702613
1358	0.8508986341	0.32065674
1359	0.8513299784	0.3205936583
1360	0.8513299784	0.3205335372
1361	0.8513299784	0.3204999345
1362	0.851186197	0.3204131034
1363	0.851186197	0.3203261302
1364	0.851186197	0.3202742307
1365	0.8513299784	0.3202523921
1366	0.8513299784	0.3201974025
1367	0.8513299784	0.3201070042
1368	0.8513299784	0.3200536742
1369	0.8514737599	0.3199415101
1370	0.8514737599	0.3198942442
1371	0.8514737599	0.3198376572
1372	0.8514737599	0.3198053915
1373	0.8514737599	0.3197601804
1374	0.8516175413	0.319678726
1375	0.8516175413	0.319643141
1376	0.8516175413	0.319564027
1377	0.8516175413	0.3194909373
1378	0.8514737599	0.3194277323
1379	0.8514737599	0.3193744578
1380	0.8514737599	0.3193060879
1381	0.8514737599	0.3192653366
1382	0.8514737599	0.3192114282
1383	0.8516175413	0.3190876299
1384	0.8516175413	0.3190343405
1385	0.8516175413	0.318991557
1386	0.8517613228	0.3189473983
1387	0.8517613228	0.3188579039
1388	0.8517613228	0.3188218569
1389	0.8519051042	0.3187521185
1390	0.8517613228	0.3186391044
1391	0.8516175413	0.3185751935
1392	0.8516175413	0.3185199112
1393	0.8519051042	0.3184684837
1394	0.8519051042	0.3184419242
1395	0.8519051042	0.3184172537
1396	0.8520488857	0.3183812803
1397	0.8520488857	0.3183634006
1398	0.8520488857	0.3182769988
1399	0.8520488857	0.3182452054
1400	0.8521926671	0.3181763687
1401	0.8521926671	0.3181460204
1402	0.8521926671	0.3181035962
1403	0.8521926671	0.318080837
1404	0.8521926671	0.3179978373
1405	0.8523364486	0.3179223111
1406	0.8523364486	0.317786373
1407	0.8521926671	0.3177315838
1408	0.8521926671	0.3176506398
1409	0.8521926671	0.3175979979
1410	0.8524802301	0.3175527473
1411	0.8526240115	0.3175088973
1412	0.852767793	0.3174656437
1413	0.852767793	0.3174085558
1414	0.8526240115	0.3173668255
1415	0.8526240115	0.3173400837
1416	0.852767793	0.3172978996
1417	0.852767793	0.3172741846
1418	0.8529115744	0.3172190159
1419	0.8529115744	0.3171878564
1420	0.8529115744	0.3171219083
1421	0.8530553559	0.3170607681
1422	0.8530553559	0.3170314699
1423	0.8531991373	0.31695529
1424	0.8530553559	0.3168427317
1425	0.8529115744	0.3167406645
1426	0.8529115744	0.3166973784
1427	0.8530553559	0.3166500511
1428	0.8530553559	0.3165758599
1429	0.8530553559	0.3165428519
1430	0.8530553559	0.3165244902
1431	0.8530553559	0.3164694853
1432	0.8530553559	0.3164102803
1433	0.8530553559	0.3163940248
1434	0.8530553559	0.3163621652
1435	0.8529115744	0.316306848
1436	0.8530553559	0.3162301875
1437	0.8530553559	0.3161613933
1438	0.8530553559	0.3161116446
1439	0.8530553559	0.316062085
1440	0.8530553559	0.3160150002
1441	0.8530553559	0.3159648322
1442	0.8530553559	0.3159137153
1443	0.8529115744	0.3158611839
1444	0.8529115744	0.3158489036
1445	0.8530553559	0.3157683552
1446	0.8530553559	0.3157155816
1447	0.8530553559	0.3156713875
1448	0.8533429188	0.3155950219
1449	0.8537742631	0.3155543149
1450	0.8537742631	0.3155123713
1451	0.8537742631	0.3154373971
1452	0.8537742631	0.3153916529
1453	0.8537742631	0.3152861434
1454	0.8537742631	0.3152372264
1455	0.8537742631	0.3152135102
1456	0.8537742631	0.3151524307
1457	0.8537742631	0.3150879741
1458	0.8537742631	0.3150479632
1459	0.8536304817	0.3149882786
1460	0.8536304817	0.3149636471
1461	0.8536304817	0.3148973737
1462	0.8536304817	0.3148603516
1463	0.8536304817	0.3148002229
1464	0.8536304817	0.3147243817
1465	0.8536304817	0.3146785054
1466	0.8537742631	0.314610228
1467	0.8537742631	0.3145736793
1468	0.8537742631	0.3145517114
1469	0.8539180446	0.3145062402
1470	0.8539180446	0.3144745745
1471	0.8539180446	0.3144290972
1472	0.8539180446	0.3143798789
1473	0.8539180446	0.3143040218
1474	0.8539180446	0.3142440352
1475	0.8539180446	0.3141641576
1476	0.8539180446	0.3141065267
1477	0.8543493889	0.3140426918
1478	0.8543493889	0.314020396
1479	0.8543493889	0.3139735344
1480	0.8543493889	0.3139368081
1481	0.8543493889	0.3138977782
1482	0.8543493889	0.3138336845
1483	0.8543493889	0.3138028896
1484	0.8543493889	0.313717819
1485	0.8544931704	0.313661985
1486	0.8543493889	0.3135938905
1487	0.8543493889	0.3135232352
1488	0.8544931704	0.3134662152
1489	0.8544931704	0.3134125631
1490	0.8544931704	0.31336133
1491	0.8544931704	0.3133274501
1492	0.8544931704	0.3132935651
1493	0.8544931704	0.3132615847
1494	0.8546369518	0.3131912884
1495	0.8546369518	0.3131590696
1496	0.8546369518	0.3131241439
1497	0.8546369518	0.3131076839
1498	0.8546369518	0.3130877028
1499	0.8547807333	0.3130190221
